,year,fips,covid_cases,county_name
1200,2020,13027,765,Brooks County 
1203,2020,13029,1741,Bryan County 
1206,2020,13031,3711,Bulloch County 
1209,2020,13033,1156,Burke County 
1212,2020,13035,1252,Butts County 
1215,2020,13037,311,Calhoun County 
1218,2020,13039,2198,Camden County 
1221,2020,13043,605,Candler County 
1224,2020,13045,5200,Carroll County 
1227,2020,13047,3185,Catoosa County 
1230,2020,13049,837,Charlton County 
1233,2020,13051,12691,Chatham County 
1236,2020,13053,2148,Chattahoochee County 
1239,2020,13055,1513,Chattooga County 
1242,2020,13057,12582,Cherokee County 
1245,2020,13059,8408,Clarke County 
1248,2020,13061,145,Clay County 
1251,2020,13063,13010,Clayton County 
1254,2020,13065,550,Clinch County 
1257,2020,13067,36240,Cobb County 
1260,2020,13069,3395,Coffee County 
1263,2020,13071,2532,Colquitt County 
1266,2020,13073,7140,Columbia County 
1269,2020,13075,981,Cook County 
1272,2020,13077,5113,Coweta County 
1275,2020,13079,357,Crawford County 
1278,2020,13081,962,Crisp County 
1281,2020,13083,708,Dade County 
1284,2020,13085,1651,Dawson County 
1287,2020,13087,1599,Decatur County 
1290,2020,13089,34904,DeKalb County 
1293,2020,13091,813,Dodge County 
1296,2020,13093,529,Dooly County 
1299,2020,13095,3975,Dougherty County 
1302,2020,13097,6712,Douglas County 
1305,2020,13099,701,Early County 
1308,2020,13101,314,Echols County 
1311,2020,13103,2409,Effingham County 
1314,2020,13105,1136,Elbert County 
1317,2020,13107,1408,Emanuel County 
1320,2020,13109,584,Evans County 
1323,2020,13111,1265,Fannin County 
1326,2020,13113,3712,Fayette County 
1329,2020,13115,6676,Floyd County 
1332,2020,13117,9174,Forsyth County 
1335,2020,13119,1622,Franklin County 
1338,2020,13121,50176,Fulton County 
1341,2020,13123,1590,Gilmer County 
1344,2020,13125,86,Glascock County 
1347,2020,13127,4750,Glynn County 
1350,2020,13129,4022,Gordon County 
1353,2020,13131,1069,Grady County 
1356,2020,13133,932,Greene County 
1359,2020,13135,50631,Gwinnett County 
1362,2020,13137,3455,Habersham County 
1365,2020,13139,17233,Hall County 
1368,2020,13141,630,Hancock County 
1371,2020,13143,1214,Haralson County 
1374,2020,13145,1243,Harris County 
1377,2020,13147,1114,Hart County 
1380,2020,13149,416,Heard County 
1383,2020,13151,10834,Henry County 
1386,2020,13153,5994,Houston County 
1389,2020,13155,546,Irwin County 
1392,2020,13157,5015,Jackson County 
1395,2020,13159,393,Jasper County 
1398,2020,13161,948,Jeff Davis County 
1401,2020,13163,1131,Jefferson County 
1404,2020,13165,518,Jenkins County 
1407,2020,13167,544,Johnson County 
1410,2020,13169,1014,Jones County 
1413,2020,13171,781,Lamar County 
1416,2020,13173,395,Lanier County 
1419,2020,13175,2684,Laurens County 
1422,2020,13177,1063,Lee County 
1425,2020,13179,1790,Liberty County 
1428,2020,13181,331,Lincoln County 
1431,2020,13183,431,Long County 
1434,2020,13185,6075,Lowndes County 
1437,2020,13187,1838,Lumpkin County 
1440,2020,13189,978,McDuffie County 
1443,2020,13191,444,McIntosh County 
1446,2020,13193,363,Macon County 
1449,2020,13195,1557,Madison County 
1452,2020,13197,250,Marion County 
1455,2020,13199,837,Meriwether County 
1458,2020,13201,436,Miller County 
1461,2020,13205,1133,Mitchell County 
1464,2020,13207,1242,Monroe County 
1467,2020,13209,521,Montgomery County 
1470,2020,13211,780,Morgan County 
1473,2020,13213,2603,Murray County 
1476,2020,13215,8717,Muscogee County 
1479,2020,13217,4582,Newton County 
1482,2020,13219,1664,Oconee County 
1485,2020,13221,721,Oglethorpe County 
1488,2020,13223,5890,Paulding County 
1491,2020,13225,1188,Peach County 
1494,2020,13227,1478,Pickens County 
1497,2020,13229,879,Pierce County 
1500,2020,13231,618,Pike County 
1503,2020,13233,2538,Polk County 
1506,2020,13235,436,Pulaski County 
1509,2020,13237,1173,Putnam County 
1512,2020,13239,49,Quitman County 
1515,2020,13241,1004,Rabun County 
1518,2020,13243,359,Randolph County 
1521,2020,13245,12463,Richmond County 
1524,2020,13247,3557,Rockdale County 
1527,2020,13249,153,Schley County 
1530,2020,13251,522,Screven County 
1533,2020,13253,560,Seminole County 
1536,2020,13255,2532,Spalding County 
1539,2020,13257,2134,Stephens County 
1542,2020,13259,607,Stewart County 
1545,2020,13261,1305,Sumter County 
1548,2020,13263,240,Talbot County 
1551,2020,13265,48,Taliaferro County 
1554,2020,13267,1252,Tattnall County 
1557,2020,13269,345,Taylor County 
1560,2020,13271,574,Telfair County 
1563,2020,13273,445,Terrell County 
1566,2020,13275,2308,Thomas County 
1569,2020,13277,2875,Tift County 
1572,2020,13279,2072,Toombs County 
1575,2020,13281,718,Towns County 
1578,2020,13283,390,Treutlen County 
1581,2020,13285,3981,Troup County 
1584,2020,13287,457,Turner County 
1587,2020,13289,349,Twiggs County 
1590,2020,13291,1364,Union County 
1593,2020,13293,1169,Upson County 
1596,2020,13295,3743,Walker County 
1599,2020,13297,4469,Walton County 
1602,2020,13299,2155,Ware County 
1605,2020,13301,222,Warren County 
1608,2020,13303,1157,Washington County 
1611,2020,13305,1775,Wayne County 
1614,2020,13307,63,Webster County 
1617,2020,13309,388,Wheeler County 
1620,2020,13311,1971,White County 
1623,2020,13313,10690,Whitfield County 
1626,2020,13315,375,Wilcox County 
1629,2020,13317,453,Wilkes County 
1632,2020,13319,523,Wilkinson County 
1635,2020,13321,862,Worth County 
1638,2020,15001,1691,Hawaii County 
1641,2020,15003,16059,City and County of Honolulu
1644,2020,15005,0,Kalawao County 
1647,2020,15007,125,Kauai County 
1650,2020,15009,790,Maui County 
1653,2020,16001,37860,Ada County 
1656,2020,16003,251,Adams County 
1659,2020,16005,6375,Bannock County 
1662,2020,16007,273,Bear Lake County 
1665,2020,16009,433,Benewah County 
1668,2020,16011,3618,Bingham County 
1671,2020,16013,1557,Blaine County 
1674,2020,16015,240,Boise County 
1677,2020,16017,1942,Bonner County 
1680,2020,16019,10291,Bonneville County 
1683,2020,16021,559,Boundary County 
1686,2020,16023,159,Butte County 
1689,2020,16025,56,Camas County 
1692,2020,16027,20450,Canyon County 
1695,2020,16029,529,Caribou County 
1698,2020,16031,2531,Cassia County 
1701,2020,16033,53,Clark County 
1704,2020,16035,823,Clearwater County 
1707,2020,16037,202,Custer County 
1710,2020,16039,1339,Elmore County 
1713,2020,16041,911,Franklin County 
1716,2020,16043,868,Fremont County 
1719,2020,16045,1405,Gem County 
1722,2020,16047,1144,Gooding County 
1725,2020,16049,1017,Idaho County 
1728,2020,16051,2054,Jefferson County 
1731,2020,16053,2210,Jerome County 
1734,2020,16055,12448,Kootenai County 
1737,2020,16057,2147,Latah County 
1740,2020,16059,460,Lemhi County 
1743,2020,16061,340,Lewis County 
1746,2020,16063,433,Lincoln County 
1749,2020,16065,5212,Madison County 
1752,2020,16067,2050,Minidoka County 
1755,2020,16069,3006,Nez Perce County 
1758,2020,16071,247,Oneida County 
1761,2020,16073,885,Owyhee County 
1764,2020,16075,2039,Payette County 
1767,2020,16077,542,Power County 
1770,2020,16079,834,Shoshone County 
1773,2020,16081,709,Teton County 
1776,2020,16083,7904,Twin Falls County 
1779,2020,16085,471,Valley County 
1782,2020,16087,986,Washington County 
1785,2020,17001,6372,Adams County 
1788,2020,17003,339,Alexander County 
1791,2020,17005,1541,Bond County 
1794,2020,17007,5027,Boone County 
1797,2020,17009,450,Brown County 
1800,2020,17011,2789,Bureau County 
1803,2020,17013,378,Calhoun County 
1806,2020,17015,1326,Carroll County 
1809,2020,17017,1566,Cass County 
1812,2020,17019,13706,Champaign County 
1815,2020,17021,2567,Christian County 
1818,2020,17023,1201,Clark County 
1821,2020,17025,1191,Clay County 
1824,2020,17027,4420,Clinton County 
1827,2020,17029,4272,Coles County 
1830,2020,17031,390927,Cook County 
1833,2020,17033,1562,Crawford County 
1836,2020,17035,924,Cumberland County 
1839,2020,17037,6577,DeKalb County 
1842,2020,17039,900,De Witt County 
1845,2020,17041,1836,Douglas County 
1848,2020,17043,61271,DuPage County 
1851,2020,17045,1337,Edgar County 
1854,2020,17047,382,Edwards County 
1857,2020,17049,3824,Effingham County 
1860,2020,17051,2645,Fayette County 
1863,2020,17053,1221,Ford County 
1866,2020,17055,3307,Franklin County 
1869,2020,17057,2322,Fulton County 
1872,2020,17059,321,Gallatin County 
1875,2020,17061,1109,Greene County 
1878,2020,17063,3821,Grundy County 
1881,2020,17065,589,Hamilton County 
1884,2020,17067,1303,Hancock County 
1887,2020,17069,211,Hardin County 
1890,2020,17071,394,Henderson County 
1893,2020,17073,3674,Henry County 
1896,2020,17075,2293,Iroquois County 
1899,2020,17077,3610,Jackson County 
1902,2020,17079,887,Jasper County 
1905,2020,17081,2899,Jefferson County 
1908,2020,17083,1965,Jersey County 
1911,2020,17085,1382,Jo Daviess County 
1914,2020,17087,968,Johnson County 
1917,2020,17089,41232,Kane County 
1920,2020,17091,10623,Kankakee County 
1923,2020,17093,8376,Kendall County 
1926,2020,17095,4014,Knox County 
1929,2020,17097,47939,Lake County 
1932,2020,17099,8292,LaSalle County 
1935,2020,17101,1935,Lawrence County 
1938,2020,17103,2694,Lee County 
1941,2020,17105,3118,Livingston County 
1944,2020,17107,2679,Logan County 
1947,2020,17109,1971,McDonough County 
1950,2020,17111,18949,McHenry County 
1953,2020,17113,11500,McLean County 
1956,2020,17115,7912,Macon County 
1959,2020,17117,3236,Macoupin County 
1962,2020,17119,20827,Madison County 
1965,2020,17121,3525,Marion County 
1968,2020,17123,571,Marshall County 
1971,2020,17125,1010,Mason County 
1974,2020,17127,884,Massac County 
1977,2020,17129,721,Menard County 
1980,2020,17131,1057,Mercer County 
1983,2020,17133,3094,Monroe County 
1986,2020,17135,2115,Montgomery County 
1989,2020,17137,2994,Morgan County 
1992,2020,17139,1250,Moultrie County 
1995,2020,17141,4061,Ogle County 
1998,2020,17143,12999,Peoria County 
2001,2020,17145,2121,Perry County 
2004,2020,17147,1030,Piatt County 
2007,2020,17149,1362,Pike County 
2010,2020,17151,188,Pope County 
2013,2020,17153,550,Pulaski County 
2016,2020,17155,319,Putnam County 
2019,2020,17157,3291,Randolph County 
2022,2020,17159,1289,Richland County 
2025,2020,17161,10938,Rock Island County 
2028,2020,17163,18859,St. Clair County 
2031,2020,17165,1748,Saline County 
2034,2020,17167,13160,Sangamon County 
2037,2020,17169,542,Schuyler County 
2040,2020,17171,325,Scott County 
2043,2020,17173,1781,Shelby County 
2046,2020,17175,441,Stark County 
2049,2020,17177,3215,Stephenson County 
2052,2020,17179,10269,Tazewell County 
2055,2020,17181,1663,Union County 
2058,2020,17183,6352,Vermilion County 
2061,2020,17185,1037,Wabash County 
2064,2020,17187,1480,Warren County 
2067,2020,17189,1203,Washington County 
2070,2020,17191,1319,Wayne County 
2073,2020,17193,1108,White County 
2076,2020,17195,4790,Whiteside County 
2079,2020,17197,51794,Will County 
2082,2020,17199,5234,Williamson County 
2085,2020,17201,23840,Winnebago County 
2088,2020,17203,2759,Woodford County 
2091,2020,18001,2872,Adams County 
2094,2020,18003,27822,Allen County 
2097,2020,18005,5413,Bartholomew County 
2100,2020,18007,737,Benton County 
2103,2020,18009,885,Blackford County 
2106,2020,18011,4391,Boone County 
2109,2020,18013,728,Brown County 
2112,2020,18015,1310,Carroll County 
2115,2020,18017,4175,Cass County 
2118,2020,18019,8262,Clark County 
2121,2020,18021,1852,Clay County 
2124,2020,18023,3162,Clinton County 
2127,2020,18025,584,Crawford County 
2130,2020,18027,2257,Daviess County 
2133,2020,18029,3780,Dearborn County 
2136,2020,18031,2123,Decatur County 
2139,2020,18033,2946,DeKalb County 
2142,2020,18035,7549,Delaware County 
2145,2020,18037,4525,Dubois County 
2148,2020,18039,22617,Elkhart County 
2151,2020,18041,2302,Fayette County 
2154,2020,18043,5037,Floyd County 
2157,2020,18045,1499,Fountain County 
2160,2020,18047,1215,Franklin County 
2163,2020,18049,1380,Fulton County 
2166,2020,18051,2975,Gibson County 
2169,2020,18053,5306,Grant County 
2172,2020,18055,1915,Greene County 
2175,2020,18057,23585,Hamilton County 
2178,2020,18059,5071,Hancock County 
2181,2020,18061,2600,Harrison County 
2184,2020,18063,11281,Hendricks County 
2187,2020,18065,4179,Henry County 
2190,2020,18067,6559,Howard County 
2193,2020,18069,2410,Huntington County 
2196,2020,18071,3712,Jackson County 
2199,2020,18073,2444,Jasper County 
2202,2020,18075,1502,Jay County 
2205,2020,18077,2125,Jefferson County 
2208,2020,18079,1683,Jennings County 
2211,2020,18081,11970,Johnson County 
2214,2020,18083,2862,Knox County 
2217,2020,18085,6799,Kosciusko County 
2220,2020,18087,2023,LaGrange County 
2223,2020,18089,39534,Lake County 
2226,2020,18091,7423,LaPorte County 
2229,2020,18093,3240,Lawrence County 
2232,2020,18095,8872,Madison County 
2235,2020,18097,69987,Marion County 
2238,2020,18099,4452,Marshall County 
2241,2020,18101,574,Martin County 
2244,2020,18103,2688,Miami County 
2247,2020,18105,7943,Monroe County 
2250,2020,18107,2797,Montgomery County 
2253,2020,18109,4224,Morgan County 
2256,2020,18111,822,Newton County 
2259,2020,18113,3982,Noble County 
2262,2020,18115,390,Ohio County 
